texto,clase_bloque
78.38983051,OTROS
0.00,OTROS
CERROJO PARA TRANSFERENCIA MANUAL,OTROS
1.00,OTROS
UNIDAD,OTROS
THW-2,OTROS
ROLLO DE CABLE THW-90 2AWG MARCA,OTROS
1864.40677966,OTROS
0.00,OTROS
INDECO,OTROS
75.00,OTROS
METRO,OTROS
THW-2,OTROS
CABLE THW-90 2AWG MARCA INDECO,OTROS
18.6440678,OTROS
0.00,OTROS
2.00,OTROS
UNIDAD,OTROS
EBSS-3X100 LLAVE DE TIPO RIEL 3X100AMP MARCA EBASSE,OTROS
105.93220339,OTROS
0.00,OTROS
1.00,OTROS
UNIDAD,OTROS
FDC35TF050EF LLAVE DE FUERZA FIJA 3X50AMP GENERAL,OTROS
220.33898305,OTROS
0.00,OTROS
ELECTRIC,OTROS
Sub Total,OTROS
"S/ 5,220.34",BLOQUE_MONTOS
Ventas,OTROS
Anticipos,OTROS
S/ 0.00,OTROS
Valor de Venta de .,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Operaciones Gratuitas,OTROS
Valor Venta :,OTROS
"S/ 5,220.34",BLOQUE_MONTOS
ISC :,OTROS
s/ 0.00,OTROS
IGV,OTROS
S/ 939.66,BLOQUE_MONTOS
ICBPER,OTROS
s/ 0.00,OTROS
SON: SEIS MIL CIENTO SESENTA Y 00/100 SOLES,BLOQUE_MONEDA
Otros Cargos :,OTROS
S/ 0.00,OTROS
Otros,OTROS
S/ 0.00,OTROS
Tributos,OTROS
Monto de,OTROS
S/ 0.00,OTROS
redondeo,OTROS
Importe Total :,OTROS
"S/ 6,160.00",BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de suNAT. Puede verificarla utilizando su",OTROS
clave SOL.,OTROS
--- Página 1 ---,OTROS
Factura Electronica-Impresion:,OTROS
MUNICIPALIDAD DE LA VICTORIA,BLOQUE_EMISOR
FACTURA ELECTRóNICA,BLOQUE_COMPROBANTE
RUC: 20131368071,BLOQUE_EMISOR
AV. IQUITOS 500,OTROS
E001-6199,BLOQUE_COMPROBANTE
LA VICTORIA - LIMA - LIMA,OTROS
Fecha de Emisión : 16/04/2026,BLOQUE_FECHA
Forma de pago : Contado,OTROS
GUTIERREZ ORTEGA SHERLY,BLOQUE_RECEPTOR
Senor(es),OTROS
JEAN,OTROS
RUC,OTROS
: 10468988661,BLOQUE_RECEPTOR
-- PROLONGACION HUANUCO,OTROS
Dirección del,OTROS
1601 INT. 200 CENTRO,OTROS
Cliente,OTROS
COMERCIAL PARQUE CANEPA,OTROS
LIMA-LIMA-LA VICTORIA,OTROS
Tipo de Moneda,OTROS
SOLES,BLOQUE_MONEDA
Observacion,OTROS
Cantidad,OTROS
g Unidad,OTROS
Descripción,OTROS
Valor Unitario,OTROS
Medida,OTROS
1.00UNIDAD,OTROS
1370.8728813559,OTROS
DELCCPARQUECANEPA.REF.RECIBONRO075003465-2026,OTROS
Sub Total Ventas:,OTROS
"S/ 1,370.87",BLOQUE_MONTOS
Anticipos:,OTROS
S/ 0.00,OTROS
Descuentos :,OTROS
S/0.00,OTROS
Valor de Venta de Operaciones Gratuitas :,OTROS
s/ 0.00],OTROS
Valor Venta:,OTROS
"S/1,370.87",BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV :,OTROS
S/ 246.76,BLOQUE_MONTOS
SON: UN MIL SEISCIENTOS DIECISIETE Y 63/100,OTROS
SOLES,BLOQUE_MONEDA
Otros Cargos :,OTROS
S/ 0.00,OTROS
Otros Tributos:,OTROS
S/ 0.00,OTROS
Monto de redondeo :,OTROS
S/ 0.00,OTROS
Importe Total:,OTROS
"S/1,617.63",BLOQUE_MONTOS
Información de la detracción,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno,OTROS
Leyenda:,OTROS
Central,OTROS
Bien o Servicio,OTROS
/019 Arrendamiento de bienes muebles e inmuebles,OTROS
Medio Pago:,OTROS
001 Depósito en cuenta,BLOQUE_COMPROBANTE
Nro. Cta. Banco de la,OTROS
00046197445 Porcentaje de detracción: /10.00 Monto detracción: S/ 162.00,OTROS
Nación:,OTROS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede verificarla utilizando",BLOQUE_COMPROBANTE
su clave SOL.,OTROS
https:/w1.sunat.gob.pe/ol-t-itconscpemype/consultar.do?action=verlmprimirFactura&rowlndex=108,OTROS
Escaneado con CamScanner,OTROS
--- Página 1 ---,OTROS
"12/5/26, 18:05",OTROS
..: Factura Electronica - Impresion ::.,BLOQUE_COMPROBANTE
IDELSI,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC: 20611758988,BLOQUE_EMISOR
AV. CARLOS IZAGUIRRE URB. SAN ANTONIO MZA. B LOTE. 05,OTROS
E001-159,BLOQUE_COMPROBANTE
SAN MARTIN DE PORRES - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 12/05/2026,BLOQUE_FECHA
Forma de pago : Contado,OTROS
Senor(es),OTROS
: INMOBILIARIA MARITIMA S A,BLOQUE_RECEPTOR
RUC,OTROS
: 20101995811,BLOQUE_RECEPTOR
CAL. 41 894 URB. CORPAC INT.,OTROS
Dirección del Cliente,OTROS
: P.5 PISO 5 LIMA-LIMA-SAN,OTROS
ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
CTA. CTE. BCP NO.,OTROS
1911714286019,OTROS
Cantidad Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
COBRO DE SALDO PENDIENTE CORRESPONDIENTE AL 50%,OTROS
2600.00,OTROS
0.00,OTROS
FINAL DEL ALQUILER DE GRUPO ELECTROGENO DE 150 KW.,OTROS
REFRENCIA DE ADELANTO FACTURA NO. 158,OTROS
Sub Total,OTROS
"S/ 2,600.00",OTROS
Ventas,OTROS
Valor de Venta de,OTROS
Anticipos,OTROS
S/ 0.00,OTROS
S/ 0.00,OTROS
Operaciones Gratuitas,OTROS
Descuentos,OTROS
"S/ 1,300.00",BLOQUE_MONTOS
Valor Venta :,OTROS
"S/ 1,300.00",BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV :,OTROS
S/ 234.00,BLOQUE_MONTOS
ICBPER :,OTROS
S/ 0.00,OTROS
SON: UN MIL QUINIENTOS TREINTA Y CUATRO Y 00/100,OTROS
SOLES,BLOQUE_MONEDA
Otros Cargos :,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de,OTROS
S/ 0.00,OTROS
redondeo,OTROS
Importe Total :,OTROS
"S/ 1,534.00",BLOQUE_MONTOS
Información de la detracción,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el,OTROS
Leyenda:,OTROS
Gobierno Central,OTROS
Bien o Servicio:,OTROS
019 Arrendamiento de bienes muebles e inmuebles,OTROS
Medio Pago:,OTROS
001 Depósito en cuenta,BLOQUE_COMPROBANTE
Porcentaje de,OTROS
10.00,OTROS
Monto,OTROS
Nación:,OTROS
detracción:,OTROS
detracción:,OTROS
S/ 153.40,OTROS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SUNAT. Puede verificarla utilizando su",OTROS
clave SOL.,OTROS
https://w w 1.sunat.gob.pe/ol-ti-itemisionfactura/emitir.do?action=imprimirComprobante&preventCache=1778627148986,OTROS
1/1,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC: 20611758988,BLOQUE_EMISOR
AV.CARLOS IZAGUIRRE URB.SAN ANTONIO MZA.B LOTE.05,OTROS
E001-146,BLOQUE_COMPROBANTE
SAN MARTIN DE PORRES - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 02/02/2026,BLOQUE_FECHA
Forma de pago: Contado,OTROS
Senor(es),OTROS
: KM30 S.A.C.,BLOQUE_RECEPTOR
RUC,OTROS
: 20601724007,BLOQUE_RECEPTOR
CAR. PANAMERICANA NORTE -,OTROS
URB. LAS VEGAS KM. 30 COSTADO,OTROS
Dirección del Cliente,OTROS
: HOSPITAL DE LA SOLIDARIDAD,OTROS
LIMA-LIMA-PUENTE PIEDRA,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
CTA CORRIENTE BCP SOLES,BLOQUE_MONEDA
1911714286019,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
ANTICIPO POR SERVICIO DE MANTENIMIENTO DE,OTROS
7619.24,BLOQUE_MONTOS
0.00,OTROS
GRUPO ELECTROGENO VOLVO PENTA DE 320 KW OS,OTROS
2000828-2025,OTROS
Sub Total Ventas,OTROS
"S/ 7,619.24",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
S7 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : [S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 7,619.24",BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,OTROS
IGV,OTROS
"S/ 1,371.46",BLOQUE_MONTOS
SON: OCHO MIL NOVECIENTOS NOVENTA Y 70/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de redondeo :,OTROS
S/ 0.00,OTROS
Importe Total,OTROS
"S/ 8,990.70",BLOQUE_MONTOS
Información de la detracción,OTROS
Leyenda:,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno Central,OTROS
Bien o Servicio:,OTROS
020 Mantenimiento y reparación de bienes muebles,OTROS
Medio de pago:,OTROS
001 Depósito en cuenta,BLOQUE_COMPROBANTE
Nro. Cta. Banco de la Nación:,OTROS
00074252885,OTROS
Porcentaje de detracción:,OTROS
12.00,OTROS
Monto detracción:,OTROS
S/ 1079.00,OTROS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SUNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 INT. 107 CERCADO DE LIMA,OTROS
E001-78,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Vencimiento,OTROS
Fecha de Emisión,OTROS
: 09/09/2021,BLOQUE_FECHA
Senor(es),OTROS
: LUVEGI INGENIEROS S.A.C.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100709458,BLOQUE_RECEPTOR
Dirección del Cliente,OTROS
PJ. SAENZ PENA 167 LIMA-LIMA-,OTROS
: BRENA,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,BLOQUE_MONTOS
UNIDAD,OTROS
SENSOR MAGNETIC SPEED PICKUP AMERICANO,OTROS
347.457,OTROS
0.00,BLOQUE_MONTOS
Sub Total Ventas :,OTROS
S/ 347.46,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,BLOQUE_MONTOS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,BLOQUE_MONTOS
Descuentos,OTROS
S/ 0.00,BLOQUE_MONTOS
Valor Venta,OTROS
S/ 347.46,BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,BLOQUE_MONTOS
IGV,OTROS
S/ 62.54],BLOQUE_MONTOS
SON: CUATROCIENTOS DIEZ Y 00/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Cargos,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Tributos,OTROS
S/ 0.00,BLOQUE_MONTOS
Monto de redondeo,OTROS
S/ 0.00,BLOQUE_MONTOS
Importe Total :,OTROS
S/ 410.00,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-580,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 21/06/2023,BLOQUE_FECHA
Forma de pago: Contado,OTROS
Senor(es),OTROS
ADMINISTRACION INMOBILIARIA,OTROS
SOCIEDAD ANONIMA CERRADA,OTROS
RUC,OTROS
: 20506628963,BLOQUE_RECEPTOR
CAL. LAS ORQUIDEAS 585 URB.,OTROS
Dirección del Cliente,OTROS
: JARDIN INT. 301A LIMA-LIMA-SAN,OTROS
ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
SUMINISTRO DE MATERIALES PARA EL GRUPO,OTROS
895.00,BLOQUE_MONTOS
0.00,OTROS
ELECTROGENO HIMOINSA DE 22.7 KW,OTROS
Sub Total Ventas :,OTROS
S/ 895.00,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
S/ 0.00,OTROS
Valor Venta,OTROS
S/ 895.00,BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 161.10,BLOQUE_MONTOS
SON: UN MIL CINCUENTA Y SEIS Y 10/100 SOLES,BLOQUE_MONEDA
ICBPER :,OTROS
S/ 0.00,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00],OTROS
Monto de redondeo,OTROS
s/ 0.00,OTROS
Importe Total :,OTROS
"S/ 1,056.10",BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC: 20611758988,BLOQUE_EMISOR
AV.CARLOS IZAGUIRRE URB.SAN ANTONIO MZA.B LOTE.05,OTROS
E001-161,BLOQUE_COMPROBANTE
SAN MARTIN DE PORRES- LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 27/05/2026,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: ONCOLOGIA S.A.C.,BLOQUE_RECEPTOR
RUC,OTROS
20428674201,BLOQUE_RECEPTOR
AV. PABLO CARRIQUIRY MAURER,OTROS
Dirección del Receptor de la factura : 115 URB. EL PALOMAR LIMA LIMA,OTROS
SAN ISIDRO,OTROS
AV. PABLO CARRIQUIRY MAURER,OTROS
Dirección del Cliente,OTROS
: 115 URB. EL PALOMAR LIMA-LIMA,OTROS
SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
CTA CORRIENTE BCP SOLES,BLOQUE_MONEDA
Observación,OTROS
1911714286019,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
SERVICIO DE MANTENIMIENTO DE GRUPO,OTROS
5970.48,BLOQUE_MONTOS
0.00,OTROS
ELECTROGENO YAMAHA Y TABLERO DE,OTROS
TRANSFERENCIA AUTOMATICO SEGUN LA,OTROS
COTIZACION 039-ISS-2026,OTROS
Sub Total Ventas,OTROS
"S/ 5,970.48",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 5,970.48]",BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 1.074.69],BLOQUE_MONTOS
SON: SIETE MIL CUARENTA Y CINCO Y 17/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de redondeo,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
"S/ 7,045.17",BLOQUE_MONTOS
Información de la detracción,OTROS
Leyenda:,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno Central,OTROS
Bien o Servicio:,OTROS
020 Mantenimiento y reparación de bienes muebles,OTROS
Medio de pago:,OTROS
001 Depósito en cuenta,BLOQUE_COMPROBANTE
Nro. Cta. Banco de la Nación:,OTROS
00074252885,OTROS
Porcentaje de detracción:,OTROS
12.00,OTROS
Monto detracción:,OTROS
S/ 845.00,OTROS
Información del crédito,OTROS
:,OTROS
Monto neto pendiente de pago,OTROS
"S/ 7,045.17",BLOQUE_MONTOS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
1,OTROS
30/05/2026,BLOQUE_FECHA
"7,045.17",BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SUNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC: 20611758988,BLOQUE_EMISOR
AV.CARLOS IZAGUIRRE URB. SAN ANTONIO MZA. B LOTE. 05,OTROS
E001-106,BLOQUE_COMPROBANTE
SAN MARTIN DE PORRES - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 29/05/2025,BLOQUE_FECHA
Forma de pago: Contado,OTROS
Senor(es),OTROS
: T & T FRUITS S.A.,BLOQUE_RECEPTOR
RUC,OTROS
20522536599,BLOQUE_RECEPTOR
AV. CARLOS IZAGUIRRE - URB. SAN,OTROS
Establecimiento del Emisor,OTROS
: ANTONIO MZA. B LOTE. 05 LIMA-,OTROS
LIMA-SAN MARTIN DE PORRES,OTROS
Tipo de Moneda,OTROS
: DOLAR AMERICANO,BLOQUE_MONEDA
Observación,OTROS
CTA CORRIENTE DOLARES BCP,OTROS
1917086626188,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,BLOQUE_MONTOS
UNIDAD,OTROS
SERVICIO DE ARRANQUE Y EVALUACION DE GRUPO,OTROS
190.00,BLOQUE_MONTOS
0.00,BLOQUE_MONTOS
ELECTROEGNO DE 450 KW COTI-082-ISS-2025,OTROS
Sub Total Ventas,OTROS
$190.00,BLOQUE_MONTOS
Anticipos,OTROS
$0.00,OTROS
Descuentos,OTROS
Valor de Venta de Operaciones Gratuitas : $0.00,OTROS
$0.00,OTROS
Valor Venta,OTROS
$ 190.00,BLOQUE_MONTOS
ISC,OTROS
$0.00,OTROS
IGV,OTROS
$34.20,BLOQUE_MONTOS
SON: DOSCIENTOS VEINTICUATRO Y 20/100 DOLAR AMERICANO,BLOQUE_MONEDA
ICBPER :,OTROS
$0.00,OTROS
Otros Cargos,OTROS
$0.00,OTROS
Otros Tributos,OTROS
$0.00,OTROS
Monto de redondeo,OTROS
$ 0.00,BLOQUE_MONTOS
Importe Total :,OTROS
$224.20,BLOQUE_MONTOS
Información de la detracción,OTROS
Leyenda:,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno Central,OTROS
Bien o Servicio,OTROS
020 Mantenimiento y reparación de bienes muebles,OTROS
Medio de pago:,OTROS
001 Depósito en cuenta,BLOQUE_COMPROBANTE
Nro. Cta. Banco de la Nación:,OTROS
00074252885,OTROS
Porcentaje de detracción:,OTROS
12.00,OTROS
Monto detracción:,OTROS
S/ 98.00,OTROS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC: 20611758988,BLOQUE_EMISOR
AV.CARLOS IZAGUIRRE URB.SAN ANTONIO MZA.B LOTE.05,OTROS
E001-141,BLOQUE_COMPROBANTE
SAN MARTIN DE PORRES - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 15/01/2026,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
FINANCIERA CONFIANZA S.A.A. -,OTROS
FINANCIERA CONFIANZA,OTROS
RUC,OTROS
20228319768,BLOQUE_RECEPTOR
CAL. LAS BEGONIAS 441 INT. 238C,OTROS
Dirección del Receptor de la factura : EDIFICIO PLAZA DEL sOL LIMA,OTROS
LIMA SAN ISIDRO,OTROS
CAL. LAS BEGONIAS 441 INT. 238C,OTROS
Dirección del Cliente,OTROS
: EDIFICIO PLAZA DEL SOL LIMA-,OTROS
LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
CUENTA CORRIENTE BCP SOLES,BLOQUE_MONEDA
1911714286019,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
SUMINISTRO E INSTALACION DE TABLERO DE,OTROS
1889.10,BLOQUE_MONTOS
0.00,OTROS
TRANSFERENCIA MANUAL PARA GRUPO,OTROS
ELECTROGENO AGENCIA SANTA ANITA SEGUN,OTROS
COTIZACION 003-2026,OTROS
Sub Total Ventas:,OTROS
"S/ 1,889.10",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00],OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 1,889.10",BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV,OTROS
S/ 340.04,BLOQUE_MONTOS
SON: DOS MIL DOSCIENTOS VEINTINUEVE Y 14/100 SOLES,BLOQUE_MONEDA
ICBPER :,OTROS
S/ 0.00,OTROS
Otros Cargos :,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de redondeo,OTROS
S/ 0.00,OTROS
Importe Total,OTROS
"S/2,229.14",BLOQUE_MONTOS
Información de la detracción,OTROS
Leyenda:,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno Central,OTROS
Bien o Servicio:,OTROS
020 Mantenimiento y reparación de bienes muebles,OTROS
Medio de pago:,OTROS
001 Depósito en cuenta,BLOQUE_COMPROBANTE
Nro. Cta. Banco de la Nación:,OTROS
00074252885,OTROS
Porcentaje de detracción:,OTROS
12.00,OTROS
Monto detracción:,OTROS
S/ 267.00,OTROS
Información del crédito,OTROS
Monto neto pendiente de pago,OTROS
"S/ 1,962.14",OTROS
Total de Cuotas,OTROS
1,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
N Cuota,OTROS
Fec. Venc.,OTROS
Monto,OTROS
N Cuota Fec. Venc.,OTROS
Monto,OTROS
1,OTROS
14/02/2026,BLOQUE_FECHA
"1,962.14",OTROS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
"26/2/26, 12:46",OTROS
.:. Factura Electronica - Impresion ::.,OTROS
IDELSI,OTROS
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
FACTURA ELECTRóNICA,BLOQUE_COMPROBANTE
RUC: 20611758988,BLOQUE_EMISOR
AV. CARLOS IZAGUIRRE URB. SAN ANTONIO MZA.B LOTE. 05,OTROS
E001-152,BLOQUE_COMPROBANTE
SAN MARTIN DE PORRES - LIMA - LIMA,OTROS
Fecha de Emisi6n : 24/02/2026,BLOQUE_FECHA
Forma de pago : Crédito,OTROS
Senor(es),OTROS
UNIVERSIDAD NACIONAL MAYOR,OTROS
: DE SAN MARCOS,OTROS
RUC,OTROS
: 20148092282,BLOQUE_RECEPTOR
Dirección del,OTROS
CAL. GERMAN AMEZAGA 375,OTROS
Receptor de la,OTROS
OTROS LIMA LIMA LIMA,OTROS
factura,OTROS
AV. CARLOS IZAGUIRRE - URB.,OTROS
Establecimiento,OTROS
SAN ANTONIO MZA. B LOTE. 05,OTROS
del Emisor,OTROS
LIMA-LIMA-SAN MARTIN DE,OTROS
PORRES,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
CTA. CTE.,OTROS
Observación,OTROS
002119100171428601950,OTROS
Cantidad,OTROS
Unidad,OTROS
Descripción,OTROS
Valor Unitario,OTROS
Medida,OTROS
1.00 UNIDAD,OTROS
SERVICIO Y REEMPLAZO DE TUBERIAS DE LAS BOMBAS DE AGUA DEL PABELLON,OTROS
12711.8644068,OTROS
ADMINISTRATIVO Y AULAS DE LA FACULTAD DE INGENIERIA INDUSTRIAL DE,OTROS
UNMSM,OTROS
Sub Total Ventas :,OTROS
"S/ 12,711.86",BLOQUE_MONTOS
Anticipos :,OTROS
S/ 0.00,OTROS
Descuentos :,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas :,OTROS
S/ 0.00,OTROS
Valor Venta :,OTROS
"S/ 12,711.86",BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV :,OTROS
"S/ 2,288.14",BLOQUE_MONTOS
SON: QUINCE MIL Y 00/100 SOLES,BLOQUE_MONEDA
Otros Cargos :,OTROS
S/ 0.00],OTROS
Orden de Compra : 0001953,OTROS
S/ 0.00],OTROS
Monto de redondeo :,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
"S/ 15,000.00",BLOQUE_MONTOS
Información de la detracción,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno,OTROS
Leyenda:,OTROS
Central,OTROS
Bien o Servicio:,OTROS
020 Mantenimiento y reparación de bienes muebles,OTROS
Medio Pago:,OTROS
001 Depósito en cuenta,BLOQUE_COMPROBANTE
Nro. Cta. Banco de la,OTROS
00074252885 Porcentaje de detracción: 12.00 Monto detracción: S/ 1800.00,OTROS
Nación:,OTROS
Información del crédito,OTROS
:,OTROS
Monto neto pendiente de pago,OTROS
:,OTROS
"S/ 13,200.00",OTROS
Total de Cuotas,OTROS
No,OTROS
No,OTROS
Fec.,OTROS
No,OTROS
Fec.,OTROS
Fec. Venc.,OTROS
Monto,OTROS
Monto,OTROS
Monto,OTROS
Cuota,OTROS
Cuota,OTROS
Venc.,OTROS
Cuota,OTROS
Venc.,OTROS
"28/02/2026 13,200.00",BLOQUE_FECHA
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SUNAT. Puede verificarla utilizando",BLOQUE_COMPROBANTE
su clave SOL.,OTROS
